img,idx_label,RGB.ROI_02.redDN,RGB.ROI_02.greenDN,RGB.ROI_02.blueDN,RGB.ROI_02.2G_RBi,RGB.ROI_02.pctR,RGB.ROI_02.pctG,RGB.ROI_02.pctB,RGB.ROI_02.nNDVI,RGB.ROI_02.totalRGB,RGB.ROI_02.AnyColor,RGB.ROI_06.redDN,RGB.ROI_06.greenDN,RGB.ROI_06.blueDN,RGB.ROI_06.2G_RBi,RGB.ROI_06.pctR,RGB.ROI_06.pctG,RGB.ROI_06.pctB,RGB.ROI_06.nNDVI,RGB.ROI_06.totalRGB,RGB.ROI_06.AnyColor,RGB.ROI_09.redDN,RGB.ROI_09.greenDN,RGB.ROI_09.blueDN,RGB.ROI_09.2G_RBi,RGB.ROI_09.pctR,RGB.ROI_09.pctG,RGB.ROI_09.pctB,RGB.ROI_09.nNDVI,RGB.ROI_09.totalRGB,RGB.ROI_09.AnyColor
2022 06 23 15 00 00.JPG, 119,163.868002,146.867842,89.749290,40.118391,0.409174,0.366725,0.224101,-0.054709,400.485133,-131.237263,173.984473,162.465549,92.686000,58.260624,0.405430,0.378588,0.215983,-0.034237,429.136022,-151.078022,126.906978,108.080914,58.539638,30.715213,0.432351,0.368214,0.199435,-0.080115,293.527530,-117.908617
2022 06 23 16 00 00.JPG, 120,163.726433,151.452094,95.463187,43.714569,0.398709,0.368818,0.232473,-0.038944,410.641713,-124.252153,182.189251,173.917372,101.464622,64.180870,0.398166,0.380088,0.221746,-0.023229,457.571245,-153.177379,99.679232,90.230257,51.331912,29.449371,0.413193,0.374025,0.212782,-0.049755,241.241401,-87.245665
2022 06 23 17 00 01.JPG, 121,143.366689,134.336210,82.498725,42.807006,0.398018,0.372947,0.229035,-0.032518,360.201625,-112.705449,191.085740,184.347871,106.151657,71.458345,0.396785,0.382794,0.220421,-0.017947,481.585267,-163.130296,128.910328,115.292098,65.916125,35.757743,0.415681,0.371768,0.212551,-0.055766,310.118551,-112.370177
2022 06 23 18 00 00.JPG, 122,161.046324,150.161821,93.613752,45.663565,0.397820,0.370933,0.231247,-0.034975,404.821897,-123.980642,203.075035,197.680103,114.492548,77.792623,0.394131,0.383660,0.222209,-0.013462,515.247686,-171.770043,148.834774,133.638612,78.729985,39.712465,0.412053,0.369982,0.217966,-0.053797,361.203370,-125.013416
2022 06 24 05 00 00.JPG, 123,176.549553,161.676719,96.180789,50.623097,0.406415,0.372178,0.221407,-0.043973,434.407061,-145.864693,165.362407,159.213205,95.314536,57.749466,0.393823,0.379178,0.226999,-0.018945,419.890148,-133.946540,173.488440,153.319409,94.265685,38.884693,0.412015,0.364116,0.223870,-0.061715,421.073534,-138.276480
2022 06 24 06 00 01.JPG, 124,162.711133,154.008659,104.841612,40.464574,0.385973,0.365329,0.248698,-0.027477,421.561403,-107.036569,154.231327,156.337716,105.304862,53.139244,0.370861,0.375926,0.253213,0.006782,415.873905,-99.959320,164.334928,151.093078,100.870225,36.981002,0.394753,0.362944,0.242303,-0.041981,416.298231,-113.687557
2022 06 24 07 00 00.JPG, 125,181.392758,165.123049,99.679666,49.173674,0.406532,0.370069,0.223399,-0.046952,446.195472,-147.156475,167.243948,158.601584,95.854604,54.104616,0.396594,0.376100,0.227305,-0.026523,421.700137,-134.136324,166.578694,145.393043,87.813930,36.393462,0.416670,0.363677,0.219653,-0.067909,399.785667,-136.343877
2022 06 24 08 00 00.JPG, 126,169.955732,153.838176,94.798461,42.922158,0.406017,0.367513,0.226470,-0.049777,418.592369,-134.196986,162.360524,155.247454,94.485583,53.648802,0.393989,0.376729,0.229282,-0.022396,412.093561,-128.636813,165.964075,146.622464,89.238058,38.042796,0.413026,0.364892,0.222082,-0.061876,401.824597,-134.110424
2022 06 24 09 00 01.JPG, 127,171.972637,156.765538,95.985852,45.572588,0.404904,0.369100,0.225996,-0.046259,424.724027,-136.766472,165.456054,159.301047,96.001310,57.144730,0.393233,0.378605,0.228163,-0.018953,420.758410,-132.754481,165.115831,147.078757,88.121409,40.920275,0.412464,0.367407,0.220130,-0.057775,400.315997,-135.951772
2022 06 24 10 00 00.JPG, 128,169.893551,154.895363,94.973446,44.923729,0.404737,0.369007,0.226255,-0.046178,419.762361,-134.842021,165.006067,157.012589,93.532507,55.486605,0.397078,0.377842,0.225081,-0.024823,415.551164,-134.953643,164.742915,144.976319,86.682272,38.527452,0.415596,0.365731,0.218673,-0.063821,396.401506,-136.354691
2022 06 24 11 00 00.JPG, 129,168.669395,148.952560,88.516194,40.719530,0.415301,0.366753,0.217946,-0.062076,406.138149,-140.589568,165.479634,153.932402,89.265798,53.119374,0.404915,0.376660,0.218426,-0.036152,408.677834,-140.880440,156.741788,134.039206,76.417520,34.919103,0.426858,0.365032,0.208110,-0.078075,367.198515,-137.945954
2022 06 24 12 00 01.JPG, 130,167.897368,153.548621,96.762185,42.437689,0.401468,0.367158,0.231373,-0.044638,418.208175,-127.921618,165.807944,159.774900,98.408250,55.333605,0.391065,0.376836,0.232100,-0.018530,423.991095,-128.766344,155.871424,139.512534,85.198612,37.955033,0.409560,0.366576,0.223864,-0.055382,380.582570,-124.986734
2022 06 24 13 00 00.JPG, 131,165.059519,151.076745,97.696420,39.397550,0.398856,0.365067,0.236077,-0.044230,413.832684,-120.743423,163.393187,157.912967,98.567785,53.864961,0.389148,0.376096,0.234756,-0.017056,419.873939,-124.170584,147.233297,130.701102,82.044988,32.123918,0.409005,0.363079,0.227916,-0.059482,359.979388,-113.844422
2022 06 24 14 00 01.JPG, 132,167.904943,152.446251,95.605442,41.382116,0.403660,0.366496,0.229845,-0.048255,415.956637,-129.140310,167.461406,160.545554,98.009139,55.620562,0.393087,0.376853,0.230060,-0.021084,426.016099,-131.988682,160.000541,140.920926,85.181308,36.660001,0.414399,0.364983,0.220618,-0.063404,386.102775,-130.558850
2022 06 24 15 00 00.JPG, 133,166.760588,151.181286,94.080500,41.521483,0.404737,0.366925,0.228338,-0.049000,412.022374,-129.780873,169.293216,161.958839,96.794584,57.829879,0.395502,0.378367,0.226131,-0.022141,428.046639,-137.662888,159.841959,141.902638,84.064813,39.898503,0.414303,0.367805,0.217892,-0.059452,385.809411,-133.614970
